issue_id,source_group_id,revision,title,creator,year,date,repository,source_url,status
tabletalkofjohn00seld,table-talk,rev2,The table talk of John Selden,"['Selden, John, 1584-1654', 'Milward, Ri. (Richard), 1609-1680']",1818,1818-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkofjohn00seld,issue_candidate
anonymianaortenc00peggiala,table-talk,rev2,"Anonymiana; or, Ten centuries of observations on various authors and subjects. Compiled by a late very learned and reverend divine; and faithfully published from the original ms. with the addition of a copious index","['Pegge, Samuel, 1704-1796', 'Nichols, John, 1745-1826']",1818,1818-01-01T00:00:00Z,Internet Archive,https://archive.org/details/anonymianaortenc00peggiala,issue_candidate
tabletalkororig02hazlgoog,table-talk,rev2,Table-talk: Or Original Essays,William Hazlitt,1821,1821-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkororig02hazlgoog,issue_candidate
tabletalkororigi00hazluoft,table-talk,rev2,"Table-talk, or, Original essays","Hazlitt, William, 1778-1830",1821,1821-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkororigi00hazluoft,issue_candidate
tabletalkessayso0000will_s5d8,table-talk,rev2,TABLE-TALK Essays on men and manners,William Hazlitt,1821,1821-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkessayso0000will_s5d8,issue_candidate
tabletalk00hazl,table-talk,rev2,Table talk;,"Hazlitt, William, 1778-1830",1821,1821-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalk00hazl,issue_candidate
tabletalkororigi02hazl,table-talk,rev2,"Table-talk; or, Original essays","Hazlitt, William, 1778-1830",1822,1822-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkororigi02hazl,issue_candidate
tabletalkororig03hazlgoog,table-talk,rev2,"Table-talk; or, Original essays",William Hazlitt,1824,1824-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkororig03hazlgoog,issue_candidate
tabletalkororig01hazlgoog,table-talk,rev2,"Table talk; or, Original essays on men and manners","Hazlitt, William, 1778-1830",1824,1824-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkororig01hazlgoog,issue_candidate
tabletalkandoth01cowpgoog,table-talk,rev2,"Table talk, and other poems",William Cowper,1825,1825-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkandoth01cowpgoog,issue_candidate
tabletalkandoth00cowpgoog,table-talk,rev2,"Table Talk, and Other Poems",William Cowper,1825,1825-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkandoth00cowpgoog,issue_candidate
dramatictableta00talmgoog,table-talk,rev2,"Dramatic table talk; or, Scenes, situations, & adventures, serious & comic, in theatrical history & biography","['Ryan, Richard, 1796-1849, ed', 'Talma, François Joseph, 1763-1826']",1825,1825-01-01T00:00:00Z,Internet Archive,https://archive.org/details/dramatictableta00talmgoog,issue_candidate
dramatictableta01talmgoog,table-talk,rev2,"Dramatic table talk; or, Scenes, situations, & adventures, serious & comic, in theatrical history & biography","['Ryan, Richard, 1796-1849, ed', 'Talma, François Joseph, 1763-1826']",1825,1825-01-01T00:00:00Z,Internet Archive,https://archive.org/details/dramatictableta01talmgoog,issue_candidate
in.ernet.dli.2015.91097,table-talk,rev2,Table-talk Vol. 1,"Hazlitt, William.",1825,1825-01-01T00:00:00Z,Internet Archive,https://archive.org/details/in.ernet.dli.2015.91097,issue_candidate
tabletalkorselec00moiruoft,table-talk,rev2,"Table-talk : or, Selections from the ana ; containing extracts from the different collections of ana, French, English, Italian, and German","Moir, George, 1800-1870",1827,1827-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkorselec00moiruoft,issue_candidate
tabletalkcontai00moirgoog,table-talk,rev2,"Table-talk; or, Selections from the ana. Containing extracts from the different collections of ana, French, English, Italian, and German. With bibliographical notices","Moir, George, 1800-1870",1827,1827-01-01T00:00:00Z,Internet Archive,https://archive.org/details/tabletalkcontai00moirgoog,issue_candidate
bub_gb_1kAuAAAAYAAJ,table-talk,rev2,"Luther's Table talk : or, Some choice fragments from the familiar discourse of that godly, learned man, and famous champion of God's truth, Martin Luther","['Luther, Martin, 1483-1546', 'Aurifaber, Johann, 1519-1575', 'Lauterbach, Anton', 'Bell, Henry, fl. 1650']",1832,1832-01-01T00:00:00Z,Internet Archive,https://archive.org/details/bub_gb_1kAuAAAAYAAJ,issue_candidate
lutherstabletal00luthgoog,table-talk,rev2,"Luther's table talk; or, Some choice fragments from the familiar discourse of that godly man",Martin Luther,1832,1832-01-01T00:00:00Z,Internet Archive,https://archive.org/details/lutherstabletal00luthgoog,issue_candidate
angelos-pic-nic-or-table-talk-images,table-talk,rev2,"Angelo's pic nic; or, Table talk (1834) by Henry Angelo (1756-1835)","Angelo, Henry, 1756-1835.",1834,1834-01-01T00:00:00Z,Internet Archive,https://archive.org/details/angelos-pic-nic-or-table-talk-images,issue_candidate
bub_gb_GUM9AAAAYAAJ,table-talk,rev2,"Angelo's pic nic; or, Table talk, including numerous recollections of public characters","Angelo, Henry, 1756-1835. [from old catalog]",1834,1834-01-01T00:00:00Z,Internet Archive,https://archive.org/details/bub_gb_GUM9AAAAYAAJ,issue_candidate
angelospicnicor01angegoog,table-talk,rev2,"Angelo's pic nic; or, Table talk, including numerous recollections of public characters","Angelo, Henry, 1756-1835. [from old catalog]",1834,1834-01-01T00:00:00Z,Internet Archive,https://archive.org/details/angelospicnicor01angegoog,issue_candidate
angelospicnicor00angegoog,table-talk,rev2,"Angelo's pic nic; or, Table talk, including numerous recollections of public characters","Angelo, Henry, 1756-1835. [from old catalog]",1834,1834-01-01T00:00:00Z,Internet Archive,https://archive.org/details/angelospicnicor00angegoog,issue_candidate
angelospicnicort00ange,table-talk,rev2,"Angelo's pic nic; or, Table talk, including numerous recollections of public characters","Angelo, Henry, 1756-1835. [from old catalog]",1834,1834-01-01T00:00:00Z,Internet Archive,https://archive.org/details/angelospicnicort00ange,issue_candidate
worksofwilliamco12cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco12cowp,issue_candidate
specimenstablet02colegoog,table-talk,rev2,Specimens of the table talk of the late Samuel Taylor Coleridge. 2,"Coleridge, Samuel Taylor",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimenstablet02colegoog,issue_candidate
specimensoftable01cole,table-talk,rev2,Specimens of the table talk of the late Samuel Taylor Coleridge,"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimensoftable01cole,issue_candidate
specimensoftable02coleuoft,table-talk,rev2,Specimens of the table talk. [Edited by H.N. Coleridge],"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimensoftable02coleuoft,issue_candidate
worksofwilliamco06cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco06cowp,issue_candidate
worksofwilliamco08cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco08cowp,issue_candidate
worksofwilliamco10cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco10cowp,issue_candidate
specimensoftable01coleuoft,table-talk,rev2,Specimens of the table talk. [Edited by H.N. Coleridge],"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimensoftable01coleuoft,issue_candidate
worksofwilliamco04cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco04cowp,issue_candidate
worksofwilliamco02cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco02cowp,issue_candidate
specimensoftable02cole,table-talk,rev2,Specimens of the table talk of the late Samuel Taylor Coleridge,"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimensoftable02cole,issue_candidate
worksofwilliamco09cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco09cowp,issue_candidate
10135852bsb,table-talk,rev2,Specimens of the table talk of the late Samuel Taylor Coleridge: in two volumes. 2,"Coleridge, Samuel Taylor",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/10135852bsb,issue_candidate
specimensoftable00cole,table-talk,rev2,Specimens of the table talk of the late Samuel Taylor Coleridge ..,"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843, ed']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimensoftable00cole,issue_candidate
workswilliamcow00smegoog,table-talk,rev2,The works of William Cowper. With a life and notes,"Cowper, William, 1731-1800",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow00smegoog,issue_candidate
worksofwilliamco11cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco11cowp,issue_candidate
specimensoftable03cole,table-talk,rev2,Specimens of the table talk of the late Samuel Taylor Coleridge,"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimensoftable03cole,issue_candidate
worksofwilliamco05cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco05cowp,issue_candidate
worksofwilliamco07cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco07cowp,issue_candidate
worksofwilliamco13cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco13cowp,issue_candidate
worksofwilliamco15cowp,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence, and translations","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/worksofwilliamco15cowp,issue_candidate
specimenstablet01colegoog,table-talk,rev2,Specimens of the table talk of the late Samuel Taylor Coleridge ..,"['Coleridge, Samuel Taylor, 1772-1834', 'Coleridge, Henry Nelson, 1798-1843, ed']",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimenstablet01colegoog,issue_candidate
workswilliamcow00unkngoog,table-talk,rev2,The works of William Cowper. With a life and notes,"Cowper, William, 1731-1800",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow00unkngoog,issue_candidate
10859185bsb,table-talk,rev2,Specimens of the table talk of the late Samuel Taylor Coleridge: in two volumes. 1,"Coleridge, Samuel Taylor",1835,1835-01-01T00:00:00Z,Internet Archive,https://archive.org/details/10859185bsb,issue_candidate
specimenstablet00colegoog,table-talk,rev2,Specimens of the Table Talk of Samuel Taylor Coleridge,Samuel Taylor Coleridge,1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimenstablet00colegoog,issue_candidate
workswilliamcow01cowpgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow01cowpgoog,issue_candidate
workswilliamcow02soutgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow02soutgoog,issue_candidate
workswilliamcow11cowpgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow11cowpgoog,issue_candidate
conversationsat00willgoog,table-talk,rev2,Conversations at Cambridge,"Willmott, Robert Aris, 1809-1863",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/conversationsat00willgoog,issue_candidate
gb2FsE0NHrOjUC,table-talk,rev2,Specimens of the Table Talk of Samuel Taylor Coleridge,Samuel Taylor Coleridge,1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/gb2FsE0NHrOjUC,issue_candidate
workswilliamcow09cowpgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow09cowpgoog,issue_candidate
workswilliamcow00soutgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow00soutgoog,issue_candidate
workswilliamcow08cowpgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow08cowpgoog,issue_candidate
booktabletalk01plangoog,table-talk,rev2,The Book of Table-talk,"Charles MacFarlane , James Robinson Planché",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/booktabletalk01plangoog,issue_candidate
workswilliamcow06cowpgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow06cowpgoog,issue_candidate
workswilliamcow07cowpgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow07cowpgoog,issue_candidate
cu31924105501633,table-talk,rev2,Specimens of the table talk of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/cu31924105501633,issue_candidate
workswilliamcow01soutgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow01soutgoog,issue_candidate
specimenstablet03colegoog,table-talk,rev2,Specimens of the Table Talk of Samuel Taylor Coleridge,Samuel Taylor Coleridge,1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/specimenstablet03colegoog,issue_candidate
workswilliamcow04cowpgoog,table-talk,rev2,"The works of William Cowper, esq., comprising his poems, correspondence and translations. With a life of the author by the editor, Robert Southey ..","['Cowper, William, 1731-1800', 'Southey, Robert, 1774-1843']",1836,1836-01-01T00:00:00Z,Internet Archive,https://archive.org/details/workswilliamcow04cowpgoog,issue_candidate
